,Safety and Security,Personal Freedom,Governance,Social Capital,Investment Environment,Enterprise Conditions,Infrastructure and Market Access,Economic Quality,Living Conditions,Health,Education,Natural Environment,unusualness,hhi,width_90
Malta,0.03272524087106225,0.03710255735384855,0.015681968217532566,0.16832281252831557,0.04684095390549829,0.020044183066322063,0.025819479381954846,0.05977010998304303,0.015511535490997269,0.0181392198064402,0.023871368596367844,0.5361705707986176,0.7816413031087636,0.32647935255505023,12.0
Mauritania,0.26985218702865765,0.03148868778280543,0.047710407239819,0.03248265460030166,0.06817194570135747,0.13120060331825037,0.03025188536953243,0.025506787330316742,0.11769984917043741,0.0254947209653092,0.0373288084464555,0.18281146304675716,0.8607066828430475,0.14988663762458226,20.0
Mauritius,0.049949045390186055,0.09193925128288376,0.11835899100854053,0.09725792051080868,0.05487540921511863,0.030187224371634964,0.025470541020715526,0.08818529440942253,0.022474139408205043,0.053042396039068206,0.02330835204675198,0.34495143529666406,0.7982314419548527,0.16961701528631803,11.0
Mexico,0.6064786810225222,0.027091734166784707,0.040917944219378846,0.01788912895307063,0.02314619543485049,0.010130691079654967,0.08801360670913744,0.08164768890186158,0.01674819371483975,0.010442922327977408,0.014846634984454956,0.06264657848546717,0.8366377627971611,0.39013034200840274,39.0
Moldova,0.11011652547267721,0.17368200716951876,0.01691740267133422,0.02789624806276056,0.0265257406793022,0.1715444592410365,0.07568657059868902,0.10465390298877812,0.05503654532331684,0.0287381443718169,0.12644617177457143,0.08275628164619842,0.5437710219260149,0.11685963953180106,24.0
Mongolia,0.09631776689801116,0.1691791754093363,0.024265167410914442,0.06655368447481216,0.0827303133014114,0.03955004393751906,0.09172405444665627,0.023898871971449583,0.03452412976811751,0.029642581732752287,0.10195073617761519,0.23966347447140476,1.0102309634941875,0.13021299762999752,34.0
Montenegro,0.07084712917048806,0.1388521863487277,0.04104553014876188,0.04766494121548451,0.052965651603944196,0.11744208339162562,0.03159700092749478,0.06198670418098067,0.024029368940842417,0.2710720077930288,0.029425937728311397,0.11307145855031013,0.9399484694757073,0.13740313722634256,10.0
Morocco,0.09160383290429026,0.030370184973485828,0.011626389335675476,0.44589373909318236,0.11252803239281665,0.010124290696969162,0.11379903893326046,0.015059757652718482,0.01874725050306677,0.016840932629359755,0.08877237888969844,0.04463417199547643,1.167307547463155,0.24471990770528174,35.0
Mozambique,0.025583594734201343,0.11732086069168655,0.027995762237711753,0.01286940544989225,0.02452686142084156,0.02048221692000592,0.023112769958813572,0.10327018802814106,0.1300774636956608,0.02621167875307274,0.14953272714802932,0.3390164709619432,0.6845999308540592,0.18248751172088545,21.0
Myanmar,0.1239219946400779,0.32990120060204786,0.014479615665730175,0.15494069194516347,0.10141274427917057,0.02105164596564078,0.04343744948578567,0.010264721268679484,0.018905068447779422,0.08079106598909101,0.05314130284398228,0.04775249886685116,1.2341330588506012,0.17311653039782376,33.0
Namibia,0.05998508169144285,0.16190438801231685,0.1395328510191338,0.011038733528935517,0.020932668355037966,0.0727741609562532,0.024176696772415792,0.1571488993858605,0.13960173893848898,0.1183935189060302,0.08059849528043679,0.013912767153647466,0.5706804696624374,0.12061240875192862,40.0
Nepal,0.041959983847502734,0.25176543476216556,0.10621041393540111,0.10137240910071528,0.046456131034368325,0.028167300043700258,0.16236136234144835,0.021769362252941477,0.06409775579858058,0.04689423986458456,0.04757131714764601,0.081374289870946,0.4130994476846477,0.1316825750554364,21.0
Netherlands,0.02130692290678528,0.027506082426089304,0.03041213044653609,0.05069302794229682,0.047301614607652795,0.03606448600427613,0.05593374456267971,0.03691233933793713,0.027020717111892065,0.016139932663242484,0.026682804551374995,0.6240261974392372,0.34227788835105016,0.40384572849470335,6.0
New Zealand,0.111682895806835,0.054617485769094434,0.0862778623407494,0.32482328655726767,0.040776496590838006,0.08613190433495278,0.0659813590775454,0.05074334327237849,0.06367939281469588,0.02554682124314519,0.013790946433411874,0.0759482057590859,0.8061982957998621,0.15508605554468946,11.0
Nicaragua,0.013476161821671129,0.0406277846091813,0.28501932201355235,0.11862608248676085,0.03351842247417191,0.1400803660332699,0.04243917528629053,0.01855636626104033,0.03797533615378815,0.08536697974843678,0.025270977581539514,0.1590430255302973,0.6869035653315891,0.15469475477300174,23.0
Niger,0.026541347981240238,0.12870359543375265,0.04154169314062638,0.12893745852804314,0.01971775823909543,0.014869325474030632,0.10406766814545157,0.024171018727362124,0.13563636824702704,0.012408832135606784,0.34799814600101153,0.015406787946752473,0.6688313322244918,0.1875351258816659,27.0
Nigeria,0.29546183534490444,0.10049248078074358,0.01780943900267142,0.2042469374828477,0.06541900237034601,0.02703028183610916,0.025896638092050946,0.03615501391290049,0.029016184819827075,0.12856840133072872,0.03469482518842919,0.035208959838441294,0.7015119701949484,0.16623369988034153,19.0
North Macedonia,0.15054025086179423,0.17550862759865973,0.03658835684559157,0.05329509573882563,0.11030580419647941,0.031161708332126337,0.051298243581201775,0.0525979355561349,0.08377702461303746,0.028925388410918955,0.17515135714492625,0.050850207120303574,0.6762924825741101,0.11730020512408339,16.049999999999955
Norway,0.05499306622131428,0.10460313436619297,0.050087231409271876,0.12898319490628213,0.032745329018982146,0.09625277723931228,0.23367579738454883,0.05970505345719696,0.011287893473301223,0.05411329645258935,0.05013196546530873,0.1234212606056991,0.4762542905356984,0.12241906068355032,4.0
Oman,0.12023467990714129,0.3336083787665691,0.0059241512196536944,0.012819338230922708,0.03958643812526045,0.047674382203248905,0.064297446557849,0.019306983157512,0.015871452208295073,0.023115591744501267,0.016755178067745038,0.30080597981130136,0.6621587536046076,0.22584842072961145,39.0
Pakistan,0.0977997233890131,0.014170687712684595,0.016533341147794305,0.009379446327996997,0.10480081758797939,0.04491344001816862,0.020572615093666254,0.010513938608687552,0.045550806991361006,0.026461718473228753,0.027032627642155596,0.5822708370072637,0.801437744489494,0.36620631267488046,28.0
Panama,0.028577117389625428,0.08923888209550777,0.04382401209936928,0.0596722551164886,0.021513788775904232,0.07378684515381644,0.02576546209293345,0.03447797335564422,0.06336079289483845,0.01297625176985455,0.2602168876303256,0.2865897316256918,0.8525444802497764,0.17605095915950855,16.0
Papua New Guinea,0.015763771122940883,0.2993772611867714,0.022702750260562194,0.05942219970569524,0.043320036120978206,0.017480387739751056,0.050230010190447275,0.014489965213254928,0.24062797906220812,0.06201766988751834,0.05918290789343924,0.1153850616164331,0.7124295624696004,0.1774012009004255,34.0
Paraguay,0.07977312597931768,0.06311450237798509,0.06147555855974428,0.13635243466566577,0.0348267437067753,0.1310970903601831,0.0346285105813701,0.023806390147705348,0.014592882780853281,0.014196416530042884,0.14468039241492903,0.2614559518954283,0.5939906589923246,0.1425897711145248,30.0
Peru,0.037524179616314185,0.15335908184234673,0.02247896534937122,0.0817281801849929,0.016453986567119168,0.018659770719077016,0.05256077753891356,0.02179504301709913,0.1816217683323496,0.0347475626515938,0.02032595630651783,0.3587447278743047,0.9056177933048359,0.19927323543156528,22.0
Philippines,0.4441023757319191,0.03539342361388009,0.015056306827055548,0.1986954370835446,0.01562997598005813,0.02076115208470934,0.017200040833028687,0.07989400862554107,0.09562475842639281,0.01680872430812883,0.01800841265090989,0.042825383834832156,0.9297225122871198,0.25712534332665377,36.0
Poland,0.11288784481555567,0.15510303763315814,0.1453400474484812,0.2696539051960739,0.054484346653021355,0.05057100990835931,0.026038517002372426,0.03722030981067126,0.025957110294459695,0.03603991254593664,0.0433490719635298,0.043354886728380705,0.32598211067122485,0.1439583377878845,7.0
Portugal,0.032263447738777325,0.2436570185360306,0.044451861328982094,0.09159234330286228,0.03617585433238768,0.03692990426038209,0.0641189668279839,0.22519515677439692,0.011137688280704357,0.07970060509416353,0.08031249806851964,0.05446465545480954,0.44952719035193006,0.14416413946870427,9.0
Qatar,0.04909549578397209,0.5755646703175556,0.018098020535473675,0.00937957087160688,0.022574045747793304,0.052862782499058875,0.029280147351357283,0.0959381416904207,0.013279012817677197,0.013677203774739858,0.010704228656843935,0.10954667995350069,0.8921235258922401,0.3599445411804437,33.0
Romania,0.0743621421818964,0.17858518359201112,0.0328845028435379,0.4164144912893207,0.031624042775613107,0.07022813326864306,0.017966557793594667,0.03741115507160114,0.01408264016365974,0.029978442131377958,0.018406718452235068,0.07805599043650935,0.7441447098641395,0.2270878502519051,10.0
Russia,0.16919141396995355,0.2941995612108585,0.055225541132656354,0.029470058110372867,0.014007586710730723,0.016433622515516597,0.039616561087870615,0.12148400505327304,0.020544366048307613,0.00895119646837652,0.2042622397062799,0.02661384798580368,0.8067039562198944,0.17882512729587066,48.0
Rwanda,0.025277805649720382,0.024837922889695264,0.22080505742396356,0.07249513440556342,0.14050126312821418,0.08309211754649568,0.0300648647138243,0.033745654623023855,0.23610146177401875,0.021063144556313244,0.10007057599239284,0.011944997296774373,1.0666030107717979,0.15029823745389911,38.0
Saudi Arabia,0.006393569774581904,0.6786818856382729,0.0065904306896993935,0.015382140375591574,0.03701232162346046,0.05856065388869985,0.03978601430205132,0.038402343138806166,0.015472632893024614,0.01999955194737957,0.025378652973896347,0.058339802754535784,0.4098423837162278,0.47347394573456436,48.0
Senegal,0.013054812176929508,0.1564953565980129,0.08081571767397813,0.046207164152553125,0.021360342764302213,0.0712110708854758,0.06689265195559013,0.05422667700845853,0.06360487609230417,0.03626345782788914,0.3286147887895738,0.061253084074932566,0.8477970739558937,0.1633701856008508,37.0
Serbia,0.1407546840128031,0.038616796524418816,0.08813747448513586,0.08286771188258,0.03214078645349345,0.02755704607368931,0.018672512251105975,0.02526467948565211,0.11093009125783315,0.026962361107801792,0.08354976292025067,0.3245460935452358,0.7926511541355921,0.16406098159454335,18.0
Seychelles,0.04478621058257617,0.07075093532870123,0.14093532870122932,0.04036611437733833,0.035513094601817216,0.02331640833778728,0.035376803848209515,0.3909380010689471,0.025195082843399254,0.05772047033671834,0.03413148049171567,0.10097006948156066,0.5700066276267749,0.19971892107759698,12.0
Sierra Leone,0.07479266614600766,0.2041258507196251,0.08126966417494143,0.09777678604633865,0.04107702034289114,0.02157164639815538,0.09528877979843058,0.08812897467365836,0.11083417010673507,0.1059987355424151,0.05088102941723381,0.028254676633567625,0.6117180564138357,0.10933284041304395,27.0
Singapore,0.01515726367396142,0.5077044266313634,0.016379558547722644,0.026521175232821277,0.020487061299063334,0.017903222768454165,0.050266792596000934,0.05975656352838926,0.004927523362851385,0.03952378261583212,0.03541291636731542,0.20595971337622465,0.846297819103715,0.3110629205843021,28.0
Slovakia,0.09609907423239453,0.0676958401524219,0.08093016439092308,0.1120349788710032,0.02504702117784997,0.20647304526246368,0.05573169838051736,0.028735435648159457,0.01799262317105938,0.03545763208676323,0.07613278292093115,0.19766970370551307,0.5560579226754735,0.12655999655742597,8.0
Slovenia,0.06326119221141707,0.04399353166603904,0.14703497773741225,0.05193717741399554,0.05669539020446139,0.04708592694326918,0.03580621580311455,0.061480185189287384,0.014097423742329931,0.018465764348847002,0.016636023303723727,0.4435061914361031,0.5023244635816048,0.23826173531470343,10.0
Somalia,0.052305557413228114,0.07003611315455092,0.036163311710024744,0.125459773958403,0.06783755768073296,0.1207533605296596,0.09711261954122918,0.12949742526583294,0.06390858021801646,0.12080351768875812,0.04617802447669364,0.06994415836287032,0.7082891092932228,0.09577501255868895,5.0
South Africa,0.1503593315021284,0.2025906492748521,0.09056850343003514,0.05602989063723151,0.06896576681319394,0.029357372143760392,0.018090482520948456,0.014526696836771089,0.03143976941640766,0.14247094544831324,0.06560984450198482,0.12999074747437314,0.9876261173051328,0.12363800049431076,45.0
South Korea,0.025390023180958426,0.037317076639377285,0.020322447605819412,0.3107101716528639,0.0351838596058763,0.038426349496797796,0.03588782122693162,0.1387065120005309,0.010817780600998342,0.10064043915827996,0.09588573541472108,0.1507117834168448,1.0783083320623532,0.16438658891527852,12.0
South Sudan,0.28937897942234936,0.04364676571006736,0.02812894097382424,0.033880840330964904,0.08429454646119774,0.02783673218295346,0.06623911906739258,0.0374950016917351,0.10561040878471901,0.10737904093998953,0.06325551351850142,0.11285411091630525,1.048380001806118,0.1406794600367896,2.0
Spain,0.02149974924227557,0.0905736900634526,0.02937136128736835,0.23134689605547198,0.02932339024443427,0.04781404679357188,0.04119840387257147,0.38757986088397545,0.03094132269248381,0.019894899805935326,0.025158631516975206,0.04529774754148405,0.5359758770542872,0.2221494122186477,10.0
Sri Lanka,0.22418078831417812,0.03251085267233029,0.01699021389181091,0.03371110326123373,0.02017722074006996,0.028046831240863945,0.03247832555609984,0.22730534309927472,0.05220406992289122,0.12538357601814754,0.05080735555195589,0.15620431973114388,0.7678544111493605,0.15208287578614638,26.0
Sudan,0.06316002399453148,0.04763333007826123,0.0405256476430953,0.05676729489558194,0.03669280024552544,0.01954089533083158,0.06223581602332492,0.3405340178284949,0.06404586861598985,0.08679882259392045,0.046377802268320244,0.13568768048212268,0.8355294271024237,0.1648858549950096,9.0
Suriname,0.05446823914972409,0.15089330010946986,0.007142551113357496,0.013455540522164387,0.12677950610032107,0.051796379857298,0.01859807797507465,0.05381409000620308,0.02396011397780426,0.12082820807841593,0.026232094724024813,0.3520318983861423,1.0590162468202138,0.18775352082630592,41.0
Sweden,0.06985281562681418,0.04565789024348598,0.0916914250589079,0.0923573404364307,0.031588293549158215,0.1799166752040433,0.05491240651572585,0.056910152648294236,0.01931154594816105,0.034678823890994775,0.05050712017211352,0.2726155107058703,0.5231935120160912,0.14196896522280283,5.0
Switzerland,0.0857964827618208,0.10721080228295671,0.018966637279012575,0.2790009744327409,0.05840796250754025,0.19702101990626886,0.02282956707345367,0.12425177485963529,0.011379982367407544,0.015242912161848638,0.02246995499048768,0.057421929376827066,0.5785110661007896,0.15940896192275483,5.049999999999272
Syria,0.09976347235171976,0.1566688212514515,0.04421522585959353,0.15265614542875286,0.02042517775324475,0.03856802100434159,0.013113413148305983,0.012232512112389245,0.2129706957402143,0.13284588235967076,0.06680118521230288,0.049739447778012945,1.514012621693342,0.13192398770541242,23.0
São Tomé and Príncipe,0.1755458669535052,0.215822010778845,0.038188178766338746,0.019387446966247508,0.01568321516464856,0.018406572932959823,0.22915448830640492,0.016698981950108535,0.11980361842147773,0.010688813082111262,0.12406527270839696,0.016555533968955788,0.9960967545695006,0.16273853782180742,39.0
"Taiwan, China",0.08389655210557172,0.027078747386701765,0.02703726646239616,0.053031979027244665,0.024277402298596283,0.08412607988672942,0.06784896518920833,0.0696990144132385,0.021279714168777584,0.06815315863411611,0.015986748227381834,0.45758437220003756,0.956037608692363,0.24318003192694002,12.0
Tajikistan,0.0627880638566072,0.180937529642078,0.02951865265255885,0.1496789227254598,0.02410222359869398,0.04368913731410489,0.05218605682364921,0.014323052079773902,0.04651134884454466,0.07661570038730411,0.14545903364825838,0.17419027842696708,0.81635862373763,0.12490790829337459,31.0
Tanzania,0.025171647667146458,0.06969597424156557,0.12627952114187702,0.056745289406242,0.02724295479735795,0.03012422827509767,0.11403222813467005,0.05080093885882512,0.18407049465622818,0.06357358155583752,0.05209989417777131,0.20016324708738106,0.5653458314499081,0.12259468989166064,18.0
Thailand,0.10684009878918128,0.23341749450197127,0.1578427689024482,0.0953841606676786,0.06411177404730058,0.02055686639915438,0.05142397691579374,0.1222761588441866,0.013458773551350837,0.07619240846220512,0.014766277421261718,0.043729241497467645,0.856235732538258,0.1301565112047022,32.0
The Gambia,0.024917009468451917,0.0750855593555988,0.09239417904470103,0.09327516892937252,0.016554903359671563,0.07781259961490991,0.0861087336514783,0.17408687062351194,0.044992369424922025,0.09825810376414458,0.1558295375065826,0.060684965256654705,1.1724015761246405,0.10718993609287916,27.0
Togo,0.23363482203201869,0.1612338740802965,0.027713791230573364,0.2054163181121999,0.032645655017525234,0.0408590244899171,0.0950326840760527,0.03014479491026069,0.04670775388882,0.0388925660536183,0.037264911291069035,0.05045380481764853,0.5012423821400172,0.14384913456637194,15.0
Trinidad and Tobago,0.03428341852108119,0.4318088818457098,0.07902868607508924,0.02634620201524204,0.0486078561207459,0.15075999375041854,0.031023468170534224,0.025675364000922567,0.05039469083171515,0.01495683572776625,0.019294342888745052,0.08782026005203027,0.43374108597787825,0.23213489963803235,21.0
Tunisia,0.028737999926783643,0.10029187757528356,0.07852686371937916,0.33825141914793594,0.019408725646119795,0.01710531591403935,0.02860667535578209,0.027008699381205595,0.1142477281139758,0.04417909649857315,0.035232755369635084,0.16840284335128683,0.7259190776483314,0.17828712705583272,26.0
Turkey,0.20536724516937918,0.27584569183668994,0.06808076035341788,0.08140442716811326,0.03992905446455416,0.028358188355850203,0.11216030183785632,0.0342953034845743,0.0599713847233825,0.03326262053041908,0.039538009687626934,0.02178701238813616,0.6688664960942813,0.1524237362019578,47.0
Turkmenistan,0.03896191003431039,0.2734602269365351,0.09385549756552652,0.11351142909712525,0.015954372771506405,0.06273115745089917,0.020915113999174863,0.060590506728743644,0.07202993830938036,0.05424049047730594,0.08075485293867332,0.11299450369081904,1.04072842908517,0.13371006369110644,55.0
Uganda,0.15593344284000854,0.04541387706259886,0.023503308745114443,0.06713747150379627,0.2013902546445696,0.15712315068986438,0.03343646904682103,0.029389523368964554,0.11392664530086176,0.04202064745590879,0.09589405367673741,0.03483115566475446,0.5422550575078424,0.12381885937999611,19.0
Ukraine,0.20168807082185977,0.09629447114021587,0.014843559113922615,0.04257548843639528,0.29236697962747804,0.014811084317972584,0.02018901362188822,0.018776617734537617,0.024516924523419484,0.035056799964535465,0.22066159922390394,0.018219391473871194,1.1803187759768035,0.18929522959609502,35.0
United Arab Emirates,0.015014137414592066,0.612225702860189,0.033789685179819375,0.009890179585167093,0.04453793391043665,0.06800301609231994,0.051358132775215316,0.04798637701236904,0.013338208160942267,0.01783747507143322,0.020594903069276024,0.06542424886823996,0.6389115678685585,0.3930342476636023,30.0
United Kingdom,0.06915284365562337,0.06477240778865077,0.04919147855581655,0.12102881292908774,0.052284084416350005,0.11110708034426779,0.08230322048193864,0.09629703527021757,0.05705449697541334,0.1966570835184967,0.027253022319363704,0.07289843374477387,0.2631419820761907,0.10515683659844491,5.0
United States,0.3076192403474067,0.022821790969575075,0.0263115508988713,0.17073392335743814,0.01839454523678744,0.1321400694648071,0.05466946398113465,0.029429620421496917,0.010838905247855553,0.1923828245992971,0.0101161739015516,0.02454189157377848,0.8890759058909059,0.18448028605767364,16.0
Uruguay,0.020767086914472814,0.17523861141704972,0.09960146485904584,0.23969042048813713,0.02408116890381703,0.10553846995323488,0.11951579099156436,0.10468073680520505,0.015101075771400439,0.01239859480934705,0.04160875932007865,0.04177781976664685,0.6950445563661599,0.1393305873157113,14.0
Uzbekistan,0.09588586134062753,0.18028987852940467,0.030194628102517627,0.08201183144639837,0.016551724137931035,0.02458092239963098,0.017361959714815207,0.03663345984834385,0.021239307593328427,0.07796486173716709,0.06903381916176388,0.34825174598807146,0.8671711047823618,0.18443239873671624,37.0
Venezuela,0.05220437028739572,0.020309451637089443,0.14565427634074918,0.0728411240674461,0.09152917618886555,0.16212741248686613,0.01647731583949463,0.08080151086270157,0.08149887662702603,0.058255923268545944,0.10276483501785692,0.11553572737596278,0.8565992407885887,0.10506697684700583,44.0
Vietnam,0.018579606793680724,0.41053377833868054,0.007318640047440207,0.18635980050785353,0.09998327428649628,0.012221554883148087,0.03905986284914928,0.0909346632809768,0.02656043304392781,0.05632726139249168,0.02151915094196178,0.030601973634193445,1.0654393508881987,0.228885301722771,39.0
Yemen,0.078814605327805,0.06465026543158096,0.0824815156562691,0.04888015434576807,0.11067837841076586,0.05502762166113435,0.05225946386415655,0.06582463540605639,0.1242435499526657,0.18848638090330622,0.05591439082553416,0.07273903821495764,0.3976679694384125,0.10130650780289441,5.0
Zambia,0.03552653085576529,0.03566387889507542,0.0357446718593755,0.024438628732091152,0.028192394150340794,0.07224382570844555,0.06598858581859741,0.33140030987209235,0.13582478119090072,0.03306172396027224,0.031135122503885834,0.1707795464531578,0.8980820327180906,0.17428011319256487,26.0
Zimbabwe,0.08949547210496041,0.058733237148961094,0.05857292986189475,0.029710283869629314,0.1934542238874622,0.043687402885740724,0.02477847733223528,0.022689243800141867,0.020192431610082388,0.018991698597154074,0.406813793132352,0.032880805769385915,0.8316816739860128,0.22358145096814314,25.0
